full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
KC MEDICAL RX LLC|KC MEDICAL RX LLC|402-00344|Center - Type 1|Denied|1120 N Circle Dr, Ste 16|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
KC MEDICAL RX LLC|KC MEDICAL RX LLC|403-00514|Optional Premises|Denied|1120 N Circle Dr, Ste 16|COLORADO SPRINGS CO  80909|COLORADO SPRINGS||CO|80909|
KC MEDICAL RX LLC|KC MEDICAL RX LLC|403-00515|Optional Premises|Denied|1645 - 1655A Jet Wing Dr|Colorado Springs CO  80916|Colorado Springs|El Paso|CO|80916|
LEGAL MEDS LLC|LEGAL MEDS LLC|402-00709|Center - Type 1|Denied|1805 Santa Fe Drive Suite D|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
LEGAL MEDS LLC|LEGAL MEDS LLC|404-00277|Infused Product Manufacturer|Denied|1805 Santa Fe Drive Suite D|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
LEGAL MEDS LLC|LEGAL MEDS LLC|403-01070|Optional Premises|Denied|1805 Santa Fe Drive Suite D|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
LUCKY FARMS LLC|LUCKY FARMS LLC|402-00808|Center - Type 1|Denied|1040 5th Avenue|Lyons CO  80540|Lyons|Boulder|CO|80540|
LUCKY FARMS LLC|LUCKY FARMS LLC|403-01219|Optional Premises|Denied|1040 5th Avenue|Lyons CO  80540|Lyons|Boulder|CO|80540|
M & S INVESTMENT LLC||402-01021|Center - Type 1|Denied|5200 East Smith Road|Denver CO  80216|Denver|Denver|CO|80216|
M & S INVESTMENT LLC||403-01614|Optional Premises|Denied|4800 Brighton Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
MEACHAM & CO LLC|RX GREEN PATCHES|404-00378|Infused Product Manufacturer|Denied|106 Haystack Lane|Snowmass CO  81654|Snowmass|Pitkin|CO|81654|
MED TRIAL RESOURCES|MED TRIAL RESOURCES|402-00510|Center - Type 1|Denied|2745 Colorado Blvd|Idaho Springs CO  80452|Idaho Springs|Clear Creek|CO|80452|
MED TRIAL RESOURCES|MED TRIAL RESOURCES|403-00750|Optional Premises|Denied|114 Patty Drive|Evergreen CO  80439|Evergreen|Jefferson|CO|80439|
MEDICAL MARIJUANA CONNECTION, LLC|MEDICAL MARIJUANA CONNECTION, LLC|402-00610|Center - Type 1|Denied|2933 Galley Road|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
MEDICAL MARIJUANA CONNECTION, LLC|MEDICAL MARIJUANA CONNECTION, LLC|404-00238|Infused Product Manufacturer|Denied|2933 Galley Road|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
MEDICAL MARIJUANA CONNECTION, LLC|MEDICAL MARIJUANA CONNECTION, LLC|403-00907|Optional Premises|Denied|3893 Steele Street Unit C|Denver CO  80205|Denver|Denver|CO|80205|
Medicine Man of Glenwood Springs, LLC|MARTINS NATURAL MEDICINALS - PARTNER CO|402-00277|Center - Type 1|Denied|2550 HWY 82 UNIT A108|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
Medicine Man of Glenwood Springs, LLC|MARTINS NATURAL MEDICINALS - PARTNER CO|403-00411|Optional Premises|Denied|2550 HWY 82 UNIT A108|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
MILE HIGH REMEDIES INC|MILE HIGH REMEDIES INC|402-00465|Center - Type 1|Denied|4155 E Jewell Ave, #310|Denver CO  80222|Denver|Denver|CO|80222|
MILE HIGH REMEDIES INC|MILE HIGH REMEDIES INC|403-00699|Optional Premises|Denied|3440 N Brighton Blvd, #105|Denver CO  80205|Denver|Denver|CO|80205|
MIRAMED NETWORK|GOD?S OWN GARDEN|402-00728|Center - Type 1|Denied|419 E. Brookside|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
MIRAMED NETWORK|GOD?S OWN GARDEN|404-00284|Infused Product Manufacturer|Denied|419 E. Brookside|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
MIRAMED NETWORK|GOD?S OWN GARDEN|403-01100|Optional Premises|Denied|1620 Calvert Ave|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
MOFFITS LLC|APOTHECARE MEDICINAL CENTER|402-00796|Center - Type 1|Denied|1526 S. Nevada Avenue|Colorado Springs CO  80906|Colorado Springs|El Paso|CO|80906|
MOFFITS LLC|APOTHECARE MEDICINAL CENTER|403-01204|Optional Premises|Denied|1526 S. Nevada Avenue|Colorado Springs CO  80906|Colorado Springs|El Paso|CO|80906|
MOTHER EARTH INC|MOTHER EARTH INC|402-00643|Center - Type 1|Denied|758 MAIN STREET|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
MOTHER EARTH INC|MOTHER EARTH INC|403-00971|Optional Premises|Denied|5165 COUNTY RD 331|Silt CO  81652|Silt|Garfield|CO|81652|
MOUNTAIN HIGH WELLNESS LLC|Mountain High Wellness, LLC|402-00363|Center - Type 1|Denied|1600 Colfax Ave|Denver CO  80218|Denver|Denver|CO|80218|
MOUNTAIN HIGH WELLNESS LLC|Mountain High Wellness, LLC|403-00545|Optional Premises|Denied|3822 Walnut St.|Denver CO  80208|Denver|Denver|CO|80208|
MOUNTAIN MADE MEDS LLC|MOUNTAIN MADE MEDS LLC|402-00514|Center - Type 1|Denied|5162 CENTENNIAL BLVD|Colorado Springs CO  80919|Colorado Springs|El Paso|CO|80919|
MOUNTAIN MADE MEDS LLC|MOUNTAIN MADE MEDS LLC|403-00757|Optional Premises|Denied|5162 CENTENNIAL BLVD|Colorado Springs CO  80919|Colorado Springs|El Paso|CO|80919|
MOUNTAIN MADE MEDS LLC|MOUNTAIN MADE MEDS LLC|404-00202|Infused Product Manufacturer|Denied|5162 CENTENNIAL BLVD|Colorado Springs CO  80919|Colorado Springs|El Paso|CO|80919|
MOUNTAIN SHADOWS HERBAL CARE LLC|MOUNTAIN SHADOW HERBAL CARE LLC|402-00743|Center - Type 1|Denied|118 1/2  EAST CHEYENNE ROAD|Colorado Springs CO  80906|Colorado Springs|El Paso|CO|80906|
MOUNTAIN SHADOWS HERBAL CARE LLC|MOUNTAIN SHADOW HERBAL CARE LLC|403-01130|Optional Premises|Denied|118 1/2  EAST CHEYENNE ROAD|Colorado Springs CO  80906|Colorado Springs|El Paso|CO|80906|
MOUNTAIN SHADOWS HERBAL CARE LLC|MOUNTAIN SHADOW HERBAL CARE LLC|403-01131|Optional Premises|Denied|1112 S CORONA UNITA|COLORADO SPRINGS CO  80903|COLORADO SPRINGS||CO|80903|
Mr. Niceguys, LLC|Mr. Niceguys, LLC|402-00371|Center - Type 1|Denied|1397 S Cherokee St|Denver CO  80223|Denver|Denver|CO|80223|
Mr. Niceguys, LLC|Mr. Niceguys, LLC|403-00556|Optional Premises|Denied|1397 S Cherokee St|Denver CO  80223|Denver|Denver|CO|80223|
Mr. Niceguys, LLC|Mr. Niceguys, LLC|404-00152|Infused Product Manufacturer|Denied|1397 S Cherokee St|Denver CO  80223|Denver|Denver|CO|80223|
NATURAL CONFECTIONS|TREE OF LIFE WELLNESS CENTER|402-00715|Center - Type 2|Denied|559 South 8th Street|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
NATURAL CONFECTIONS|NATURAL CONFECTIONS|403-01081|Optional Premises|Denied|2920 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
NATURAL SELECTION|NATURAL SELECTION|404-00282|Infused Product Manufacturer|Denied|150 Tejon Street|Denver CO  80223|Denver|Denver|CO|80223|
NATURES ALTERNATIVES LLC|NATURES ALTERNATIVES LLC|402-00814|Center - Type 1|Denied|2472 F ROAD STE 14|Grand Junction CO  81505|Grand Junction|Mesa|CO|81505|
NATURES ALTERNATIVES LLC|NATURES ALTERNATIVES LLC|403-01229|Optional Premises|Denied|2472 F ROAD STE 14|Grand Junction CO  81505|Grand Junction|Mesa|CO|81505|
NATURES MEDICINE|ORGANIC ROOTS|402-00084|Center - Type 1|Denied|418 SE 8th Street|LOVELAND CO  80537|LOVELAND|Larimer|CO|80537|
NATURES MEDICINE|Organic Roots|403-00127|Optional Premises|Denied|418 SE 8TH STREET UNITS A5-6|Loveland CO  80537|Loveland|Larimer|CO|80537|
NATURES SWEETS WELLNESS CENTER|NATURES SWEETS WELLNESS CENTER|402-00767|Center - Type 1|Denied|83 N Magneto Dr Suite A |Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
NATURES SWEETS WELLNESS CENTER|NATURES SWEETS WELLNESS CENTER|403-01168|Optional Premises|Denied|83 N Magneto Dr Suite A |Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
NATURX LLC|NATURX LLC|403-00834|Optional Premises|Denied|2236 E BIJOU ST|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
NATURX LLC|NATURX LLC|403-00835|Optional Premises|Denied|2228 E BIJOU ST|COLORADO SPRINGS CO  80909|COLORADO SPRINGS|El Paso|CO|80909|
NEW AGE WELLNESS LLC|NEW AGE WELLNESS LLC|402-00402|Center - Type 1|Denied|19 South Sunset|Longmont CO  80501|Longmont|Boulder|CO|80501|
NEW AGE WELLNESS LLC|NEW AGE WELLNESS LLC|403-00611|Optional Premises|Denied|4430 N. Garfield Street|Denver CO  80229|Denver|Adams|CO|80229|
NORTH SHORE EDIBLES LLC|NORTH SHORE EDIBLES LLC|404-00299|Infused Product Manufacturer|Denied|4986 Morrison Rd Suite E|Denver CO  80219|Denver|Denver|CO|80219|
ONE LOVE BAKING INC|VISION OF HERBAL HEALING|404-00255|Infused Product Manufacturer|Denied|1010 CORONA ST #201|Denver CO  80218|Denver|Denver|CO|80218|
OZEE INC||403-00843|Optional Premises|Denied|5475 PEORIA ST SUITE 1-110|Denver CO  80239|Denver|Denver|CO|80239|
OZEE INC||403-00845|Optional Premises|Denied|2200 CENTRAL AVE STE F|Boulder CO  80301|Boulder|Boulder|CO|80301|
OZEE INC||402-00819|Center - Type 1|Denied|858 HAPPY CANYON RD STE 150|Castle Rock CO  80108|Castle Rock|Douglas|CO|80108|
PAIN WELLNESS CENTER INC|PAIN WELLNESS CENTER INC|402-00047|Center - Type 1|Denied|2509 SHERIDAN BLVD|Edgewater CO  80214|Edgewater|Jefferson|CO|80214|
PAIN WELLNESS CENTER INC|PAIN WELLNESS CENTER INC|403-00062|Optional Premises|Denied|2509 SHERIDAN BLVD|Edgewater CO  80214|Edgewater|Jefferson|CO|80214|
PARADISE BOWL LLC|PARADISE BOWL LLC|402-00572|Center - Type 1|Denied|275 COUNTY ROAD 257|Idaho Springs CO  80452|Idaho Springs|Clear Creek|CO|80452|
PARADISE BOWL LLC|PARADISE BOWL LLC|403-00852|Optional Premises|Denied|275 COUNTY ROAD 257|IDAHO SPRINGS CO  80452|IDAHO SPRINGS||CO|80452|
PIKES PEAK MOUNTAIN DISTRIBUTORS LLC|PIKES PEAK MOUNTAIN DISTRIBUTORS LLC|402-00647|Center - Type 1|Denied|3780 INTERPARK DR|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
PIKES PEAK MOUNTAIN DISTRIBUTORS LLC|PIKES PEAK MOUNTAIN DISTRIBUTORS LLC|403-00975|Optional Premises|Denied|3780 INTERPARK DR|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
Pot Pie, LLC||402-00276|Center - Type 1|Denied|356 S McCulloch|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
Pot Pie, LLC||403-00410|Optional Premises|Denied|8989 CR CC Ste B, C + D|Las Animas CO  81054|Las Animas|Bent|CO|81054|
PREFERRED ORGANIC THERAPY & WELLNESS LLC|PREFERRED ORGANIC THERAPY & WELLNESS LLC|403-00650|Optional Premises|Denied|117 E Bijou St, Unit C|COLORADO SPRINGS CO  80903|COLORADO SPRINGS||CO|80903|
PRIDE IN MEDICINE LLC|PRIDE IN MEDICINE LLC|402-00689|Center - Type 1|Denied|731 W 6TH AVE|Denver CO  80204|Denver|Denver|CO|80204|
PRIDE IN MEDICINE LLC|PRIDE IN MEDICINE LLC|403-01033|Optional Premises|Denied|22 SOUTH GALAPAGO ST|Denver CO  80223|Denver|Denver|CO|80223|
PROJECT GREENERGY LLC|PROJECT GREENERGY LLC|402-00185|Center - Type 1|Denied|4949 N BROADWAY  SUITE 232|BOULDER CO  80403|BOULDER||CO|80403|
PROJECT GREENERGY LLC|PROJECT GREENERGY LLC|403-00275|Optional Premises|Denied|10142 OXFORD RD|Longmont CO  80504|Longmont|Weld|CO|80504|
PROJECT GREENERGY LLC|PROJECT GREENERGY LLC|404-00326|Infused Product Manufacturer|Denied|5060 LOGAN ST|Longmont CO  80504|Longmont|Weld|CO|80504|
REMEDY OF THE MILLENNIUM|REMEDY OF THE MILLENNIUM|402-00631|Center - Type 1|Denied|975 N. Federal|Denver CO  80204|Denver|Denver|CO|80204|
REMEDY OF THE MILLENNIUM|REMEDY OF THE MILLENNIUM|403-00949|Optional Premises|Denied|4837 N. Washington St.|DENVER CO  80260|DENVER||CO|80260|
REMEDY OF THE MILLENNIUM|REMEDY OF THE MILLENNIUM|403-00950|Optional Premises|Denied|3900 N. High Street|DENVER CO  80205|DENVER||CO|80205|
REMEDY OF THE MILLENNIUM|REMEDY OF THE MILLENNIUM|403-00951|Optional Premises|Denied|240 Wyandot|DENVER CO  80223|DENVER||CO|80223|
REMEDY OF THE MILLENNIUM|REMEDY OF THE MILLENNIUM|403-00952|Optional Premises|Denied|2775 W. 7th Avenue|DENVER CO  80204|DENVER||CO|80204|
ROARING FORK HORTICULTURAL CENTER LLC|ROARING FORK HORTICULTURAL CENTER LLC|402-00236|Center - Type 1|Denied|520 E COOPER AVE SUITE 202|Aspen CO  81611|Aspen|Pitkin|CO|81611|
ROARING FORK HORTICULTURAL CENTER LLC|ROARING FORK HORTICULTURAL CENTER LLC|403-00356|Optional Premises|Denied|0314 County Road 110, BLDG A-1|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
ROARING FORK HORTICULTURAL CENTER LLC|ROARING FORK HORTICULTURAL CENTER LLC|404-00100|Infused Product Manufacturer|Denied|520 E COOPER AVE SUITE #202|Aspen CO  81611|Aspen|Pitkin|CO|81611|
ROCKY MOUNTAIN FARMACY INC|ROCKY MOUNTAIN FARMACY INC|402-00164|Center - Type 1|Denied|1719 EMERSON|Denver CO  80218|Denver|Denver|CO|80218|
ROCKY MOUNTAIN FARMACY INC||403R-00438|Retail Marijuana Cultivation Facility|Denied|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
ROCKY MOUNTAIN NATURAL MEDICINE SUPPLY|GREEN THUMB ORGANICS|402-00279|Center - Type 1|Denied|5055 E 38th Ave|Denver CO  80207|Denver|Denver|CO|80207|
ROCKY MOUNTAIN NATURAL MEDICINE SUPPLY|GREEN THUMB ORGANICS|403-00413|Optional Premises|Denied|5055 E 38th Ave|Denver CO  80207|Denver|Denver|CO|80207|
RUDY'S FARM LLC|RUDY'S FARM LLC|402-00184|Center - Type 1|Denied|1439 COUNTY ROAD 111|Florissant CO  80816|Florissant|Teller|CO|80816|
RUDY'S FARM LLC|RUDY'S FARM LLC|403-00274|Optional Premises|Denied|1439 COUNTY ROAD 111|Florissant CO  80816|Florissant|Teller|CO|80816|
Smiley's, LLC|Smiley's - A THC Infused Company - LLC|403-00582|Optional Premises|Denied|2955 W Bayaud Ave|Denver CO  80219|Denver|Denver|CO|80219|
Smiley's, LLC|Smiley?s - A THC Infused Company - LLC|404-00158|Infused Product Manufacturer|Denied|2955 W Bayaud Ave|Denver CO  80219|Denver|Denver|CO|80219|
SOUTHWEST COLORADO CAREGIVERS|SOUTHWEST CAREGIVERS|402-00821|Center - Type 1|Denied|1104 E MAIN|Cortez CO  81321|Cortez|Montezuma|CO|81321|
SOVEREIGN SALUD LLC|SOVEREIGN SALUD LLC|402-00159|Center - Type 1|Denied|560 HWY. 133|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
SOVEREIGN SALUD LLC|SOVEREIGN SALUD LLC|403-00233|Optional Premises|Denied|17694 HWY 82|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
SOVEREIGN SALUD LLC|SOVEREIGN SALUD LLC|403-00234|Optional Premises|Denied|826 B HWY 133|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
SPECIALTY TRANSPORT SERVICES LLC|Cannabis Transport Services|406R-00012|RMJ Transporter|Denied|4335 Race Street #100|Denver CO  80222|Denver|Denver|CO|80222|
SPECIALTY TRANSPORT SERVICES LLC|CANNABIS TRANSPORT SERVICES|406-00008|MMJ Transporter|Denied|4335 Race Street Unit 100|Denver CO  80216|Denver|Denver|CO|80216|
SPOON FULL OF SUGAR LLC|SPOON FULL OF SUGAR LLC|404-00162|Infused Product Manufacturer|Denied|4727 Broadway, #6|Boulder CO  80304|Boulder|Boulder|CO|80304|
SPOON FULL OF SUGAR LLC|SPOON FULL OF SUGAR LLC|404-00163|Infused Product Manufacturer|Denied|1700 - 55th St, First Floor|Boulder CO  80301|Boulder|Boulder|CO|80301|
SPOON FULL OF SUGAR LLC|GROWTH MANAGEMENT SYSTEMS LLC|403-00594|Optional Premises|Denied|4699 Nautilus Ct, #201|Boulder CO  80301|Boulder|Boulder|CO|80301|
SPOON FULL OF SUGAR LLC|CHARITY HARVEST LLC|403-00595|Optional Premises|Denied|4747 Pearl St|Boulder CO  80301|Boulder|Boulder|CO|80301|
SWEET DREAMS BAKED GOODS LLC|SWEET DREAMS BAKED GOODS LLC|404-00190|Infused Product Manufacturer|Denied|2730 Downhill Drive, 101|Steamboat Springs CO  80477|Steamboat Springs|Routt|CO|80477|
SWISS MEDICAL INDUSTRIES LLC|SWISS MEDICAL INDUSTRIES LLC|402R-00114|Retail Marijuana Store|Denied|4012 West 38th Avenue|Denver CO  80211|Denver|Denver|CO|80211|
SWISS MEDICAL INDUSTRIES LLC|SWISS MEDICAL INDUSTRIES LLC|403R-00150|Retail Marijuana Cultivation Facility|Denied|4610 Ironton Street, Unit B|Denver CO  80239|Denver|Denver|CO|80239|
TEA ALCHEMY LLC|TEA ALCHEMY LLC|402-00440|Center - Type 1|Denied|98 Hwy 119 South, Ste 2|Nederland CO  80466|Nederland|Boulder|CO|80466|
TEA ALCHEMY LLC|TEA ALCHEMY LLC|403-00660|Optional Premises|Denied|5105 E 39th Ave|Denver CO  80216|Denver|Denver|CO|80216|
TEA ALCHEMY LLC|TEA ALCHEMY LLC|403-00661|Optional Premises|Denied|5105 E 39th St|Denver CO  80216|Denver|Denver|CO|80216|
TEA ALCHEMY LLC|TEA ALCHEMY INFUSED PRODUCTS|404-00184|Infused Product Manufacturer|Denied|5105 E 39th St|Denver CO  80216|Denver|Denver|CO|80216|
THE COLORADO WELLNESS CENTER, LLC|THE COLORADO WELLNESS CENTER LLC|402-00016|Center - Type 1|Denied|8105 E COLFAX|Denver CO  80220|Denver|Adams|CO|80220|
THE COLORADO WELLNESS CENTER, LLC|THE COLORADO WELLNESS CENTER|403-00018|Optional Premises|Denied|8105 E COLFAX|Denver CO  80220|Denver|Denver|CO|80220|
THE HEALTHY CHOICE WELLNESS CENTER INC|THE HEALTHY CHOICE WELLNESS CENTER INC|402-00587|Center - Type 1|Denied|3005 West Gill Place|Denver CO  80219|Denver|Denver|CO|80219|
THE HEALTHY CHOICE WELLNESS CENTER INC|THE HEALTHY CHOICE|403-00872|Optional Premises|Denied|4440 Garfield Street|Denver CO  80219|Denver|Denver|CO|80219|
THOR NUTRITION|THOR NUTRICIAN|402-00107|Center - Type 1|Denied|632 South Academy Blvd|COLORADO SPRINGS CO  80910|COLORADO SPRINGS||CO|80910|
THOR NUTRITION|THOR NUTRICIAN|403-00153|Optional Premises|Denied|4900 Dahlia Street|DENVER CO  80206|DENVER||CO|80206|
TOP SHELF ALTERNATIVE OF COLORADO SPRINGS|TOP SHELF ALTERNATIVE OF COLORADO SPRINGS|402-00554|Center - Type 1|Denied|825 N. Circle Drive #202|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
TOP SHELF ALTERNATIVE OF COLORADO SPRINGS|Top Shelf Alternative*|403-01251|Optional Premises|Denied||Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
TRINIDAD HARVESTING COMPANY LLC||402R-00732|Retail Marijuana Store|Denied|123 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
VIVA DIVA DI LICIOUS LLC|VIVA DIVA DI VENTI LLC|404-00304|Infused Product Manufacturer|Denied|4 S. Wahsatch|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
WE BAKE COLORADO LLC|WE BAKE COLORADO LLC|404-00011|Infused Product Manufacturer|Denied|2830 DELTA DRIVE|COLORADO SPRINGS  CO  80911|COLORADO SPRINGS ||CO|80911|
WELLNESS DROPS||404-00109|Infused Product Manufacturer|Denied|1637 W Colorado Ave|Colorado Springs CO  80904|Colorado Springs||CO|80904|
WELLNESS DROPS||403-00406|Optional Premises|Denied|1637 W Colorado Ave|Colorado Springs CO  80904|Colorado Springs||CO|80904|
WESTERN SLOPE CAREGIVERS LLC||402-00082|Center - Type 1|Denied|120 West 4th Street|Rifle CO  81650|Rifle|Garfield|CO|81650|
YOUR WELLNESS CENTER LLC|YOUR WELLNESS CENTER LLC|402-00358|Center - Type 1|Denied|5527 Powers Center Pt|Colorado Springs CO  80920|Colorado Springs|El Paso|CO|80920|
YOUR WELLNESS CENTER LLC|YOUR WELLNESS CENTER LLC|403-00537|Optional Premises|Denied|5527 Powers Center Pt|Colorado Springs CO  80920|Colorado Springs|El Paso|CO|80920|
